cache_key,found,query,track_name,artist_name,collection_name,preview_url,artwork_url,track_view_url,source
broken::lovelytheband,True,broken lovelytheband finding it hard to smile,Broken,lovelytheband,Finding It Hard to Smile,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/a0/2c/11/a02c1120-78ad-d1e6-1c94-1c3e2f3730c6/mzaf_3219980609790085368.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/ae/17/49/ae1749db-712c-0c2a-5d13-a7747417d15e/886447104675.jpg/600x600bb.jpg,https://music.apple.com/us/album/broken/1396231359?i=1396231367&uo=4,itunes
brooklyn::lazy leopard,False,Brooklyn Lazy Leopard Brooklyn,,,,,,,itunes
brothers on the slide::cymande,False,Brothers On The Slide Cymande Promised Heights,,,,,,,itunes
brothers unite::brothers of metal,False,Brothers Unite Brothers of Metal Emblas Saga,,,,,,,itunes
brown noise hollow 180 hz::granular,False,Brown Noise Hollow 180 hz Granular Brown Noise DLX,,,,,,,itunes
brown sleep noise::sleep miracle,False,Brown Sleep Noise Sleep Miracle Brown Sleep Noise,,,,,,,itunes
buffered white noise::meditation spa spa deep sleep relaxation white noise nature sounds baby sleep mute button spa relaxation & spa,False,Buffered White Noise Meditation Spa Spa Deep Sleep Relaxation White Noise Nature Sounds Baby Sleep Mute Button Spa Relaxation & Spa White Noise Spa Collection - 50 Shades of Ambience (Loopable and without fade),,,,,,,itunes
build me up from bones::sarah jarosz,False,Build Me Up From Bones Sarah Jarosz Build Me Up From Bones,,,,,,,itunes
bumbum no pared茫o::anderson & vei da pisadinha,False,Bumbum no Pared茫o Anderson & Vei da Pisadinha Ao Vivo em Brejo Santo,,,,,,,itunes
burn them::greensky bluegrass,False,Burn Them Greensky Bluegrass If Sorrows Swim,,,,,,,itunes
busy child::the crystal method,False,Busy Child The Crystal Method Vegas,,,,,,,itunes
butterflies - piano sonata::tony anderson,True,Butterflies - Piano Sonata Tony Anderson Butterflies (Snowfall Remixes),Butterflies (Piano Sonata),Tony Anderson,Butterflies (Snowfall Remixes) - Single,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/8e/eb/50/8eeb5019-afe5-a9a7-06ef-8f6edc91ea27/mzaf_17524761992244014071.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/28/82/76/28827608-d1a2-0a5a-d0e4-fbcc94330560/638865095703_cover.jpg/600x600bb.jpg,https://music.apple.com/us/album/butterflies-piano-sonata/1544555655?i=1544555656&uo=4,itunes
butterfly::penny layn,False,Butterfly Penny Layn Butterfly,,,,,,,itunes
c.r.e.a.m.::el michels affair,False,C.R.E.A.M. El Michels Affair Enter The 37th Chamber,,,,,,,itunes
cacha莽a cabar茅::os parazim,False,Cacha莽a Cabar茅 Os Parazim Pisadinha dos Parazim,,,,,,,itunes
cafet铆n de buenos aires::edmundo rivero,False,Cafet铆n De Buenos Aires Edmundo Rivero Cafet铆n de Buenos Aires,,,,,,,itunes
caixa de saudade - ao vivo::kevi jonny,False,Caixa de Saudade - Ao Vivo Kevi Jonny Caixa de Saudade (Ao Vivo),,,,,,,itunes
californication::red hot chili peppers,False,Californication Red Hot Chili Peppers Californication (Deluxe Edition),,,,,,,itunes
call my name::i'm with her sara watkins sarah jarosz aoife o'donovan,False,Call My Name I'm With Her Sara Watkins Sarah Jarosz Aoife O'Donovan Call My Name,,,,,,,itunes
calling all the monsters::china anne mcclain,False,Calling All the Monsters China Anne McClain A.N.T. Farm,,,,,,,itunes
calming pacific ocean roar to induce healing delta sleep waves (nursery rhymes lullabies effect)::white noise baby sleep,False,Calming Pacific Ocean Roar to Induce Healing Delta Sleep Waves (Nursery Rhymes Lullabies Effect) White Noise Baby Sleep White Noise for Sleeping Babies,,,,,,,itunes
cambalache::agust铆n irusta,False,Cambalache Agust铆n Irusta Por Que la Quise Tanto,,,,,,,itunes
cambalache::rub茅n ju谩rez,False,Cambalache Rub茅n Ju谩rez 20 Grandes Exitos,,,,,,,itunes
can we just vibe?::talented mr tipsy,False,Can We Just Vibe? Talented Mr Tipsy Can We Just Vibe?,,,,,,,itunes
can you feel it - instrumental::larry heard,False,Can You Feel It - Instrumental Larry Heard Can You Feel It,,,,,,,itunes
can you feel it - new york dub::chez damier,False,Can You Feel It - New York Dub Chez Damier Can You Feel It (Kevin Saunderson Remix),,,,,,,itunes
can you feel it - new york extended dub::chez damier,False,Can You Feel It - New York Extended Dub Chez Damier Can You Feel It,,,,,,,itunes
can you feel it::larry heard,False,Can You Feel It Larry Heard Can You Feel It,,,,,,,itunes
can you feel it::mr. fingers,False,Can You Feel It Mr. Fingers Amnesia,,,,,,,itunes
"can you feel the love tonight - from ""the lion king"" / soundtrack version::joseph williams sally dworsky nathan lane ernie sabella kristle edwards",False,"Can You Feel the Love Tonight - From ""The Lion King"" / Soundtrack Version Joseph Williams Sally Dworsky Nathan Lane Ernie Sabella Kristle Edwards The Lion King",,,,,,,itunes
can you feel the love tonight::boyce avenue connie talbot,False,Can You Feel the Love Tonight Boyce Avenue Connie Talbot Can You Feel the Love Tonight,,,,,,,itunes
can't help falling in love::kina grannis,True,Can't Help Falling In Love Kina Grannis Crazy Rich Asians (Original Motion Picture Soundtrack),Can't Help Falling in Love,Kina Grannis,Crazy Rich Asians (Original Motion Picture Soundtrack),https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/11/36/f5/1136f55e-9a59-8968-0d6f-1104c4e7e907/mzaf_568270389202577765.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/ea/93/91/ea9391c7-f9f6-033f-c97a-66c415032692/794043197215.jpg/600x600bb.jpg,https://music.apple.com/us/album/cant-help-falling-in-love/1455906836?i=1455907198&uo=4,itunes
can't stop::red hot chili peppers,False,Can't Stop Red Hot Chili Peppers By the Way (Deluxe Edition),,,,,,,itunes
can鈥檛 help falling in love::boyce avenue,False,"Can鈥檛 Help Falling in Love Boyce Avenue Cover Sessions, Vol. 6",,,,,,,itunes
caroline::mipso,False,Caroline Mipso Mipso,,,,,,,itunes
carry you::novo amor,True,Carry You Novo Amor Bathing Beach,Carry You,Novo Amor,Bathing Beach - EP,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/c8/c9/f4/c8c9f427-f0d8-3a76-0ce6-c103e12132f4/mzaf_3184543329799203718.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/54/4b/e1/544be1ff-5505-56dc-2720-96da95313a8e/cover.jpg/600x600bb.jpg,https://music.apple.com/us/album/carry-you/1672226910?i=1672227196&uo=4,itunes
carta branca::banda magn铆ficos,False,"Carta Branca Banda Magn铆ficos Campe玫es do Forr贸, Vol. 02",,,,,,,itunes
cartoons & cereal::silva sax,False,Cartoons & Cereal Silva Sax Cartoons & Cereal,,,,,,,itunes
cavalry::watchhouse,False,Cavalry Watchhouse This Side of Jordan,,,,,,,itunes
cds e livros (faixa b么nus) - ao vivo::l茅o magalh茫es,False,Cds e Livros (Faixa B么nus) - Ao Vivo L茅o Magalh茫es 10 Anos Ao Vivo Em Goi芒nia,,,,,,,itunes
change (in the house of flies)::deftones,True,Change (In the House of Flies) Deftones White Pony,Change (In the House of Flies),Deftones,White Pony (20th Anniversary Deluxe Edition),https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/8c/98/e4/8c98e4d6-2206-f59c-bdb6-d47b9aaca800/mzaf_3114192743853864209.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/f2/74/8c/f2748c3d-ca8c-75ac-f9fc-32f333aed8bd/093624893097.jpg/600x600bb.jpg,https://music.apple.com/us/album/change-in-the-house-of-flies/1537631309?i=1537631475&uo=4,itunes
chanterelle::silva sax,False,Chanterelle Silva Sax Cartoons & Cereal,,,,,,,itunes
chapman::olivier abeille,False,Chapman Olivier Abeille Chapman,,,,,,,itunes
"chasing the now::sarah, the illstrumentalist",False,"Chasing the Now Sarah, the Illstrumentalist Chasing The Now",,,,,,,itunes
chazzed::justnormal,False,Chazzed Justnormal Longings,,,,,,,itunes
chico granada::carajo,False,Chico Granada Carajo Inmundo,,,,,,,itunes
chime - edit::orbital,False,Chime - Edit Orbital Chime,,,,,,,itunes
chiquil铆n de bach铆n::amelita baltar fito paez,False,Chiquil铆n de Bach铆n Amelita Baltar Fito Paez El Nuevo Rumbo,,,,,,,itunes
chiquitita::juanaf茅,False,Chiquitita Juanaf茅 La Makinita,,,,,,,itunes
ciego::francisco canaro,False,Ciego Francisco Canaro Tango Collection,,,,,,,itunes
"circle of life - from ""the lion king""/ soundtrack::carmen twillie lebo m.",False,"Circle of Life - From ""The Lion King""/ Soundtrack Carmen Twillie Lebo M. The Lion King",,,,,,,itunes
circle of life/nants' ingonyama::lindiwe mkhize lebo m.,False,Circle of Life/Nants' Ingonyama Lindiwe Mkhize Lebo M. The Lion King (Original Motion Picture Soundtrack),,,,,,,itunes
city park::fleet francis,False,City Park Fleet Francis City Park,,,,,,,itunes
clean white noise - loopable with no fade::white noise baby sleep white noise for babies,False,Clean White Noise - Loopable with no fade White Noise Baby Sleep White Noise for Babies Best White Noise for Baby Sleep - Loopable with No Fade,,,,,,,itunes
clear rain::rain for sleep,False,Clear Rain Rain for Sleep Binaural Rainfall,,,,,,,itunes
cliffs of dover - instrumental::eric johnson,False,Cliffs Of Dover - Instrumental Eric Johnson Ah Via Musicom,,,,,,,itunes
club row::clint is quinn,False,Club Row Clint Is Quinn Club Row,,,,,,,itunes
cobertor::calcinha preta,False,Cobertor Calcinha Preta As 20 +,,,,,,,itunes
coffee::guau mkii,False,Coffee Guau MKII Coffee,,,,,,,itunes
collide - acoustic version::howie day,True,Collide - Acoustic Version Howie Day Stop All the World Now (Special Edition),Collide (Acoustic Version),Howie Day,Stop All the World Now (Special Edition),https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/63/69/1f/63691f8c-c7dd-cafd-e8db-02bef6b45eba/mzaf_7720674579477056790.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music/37/15/c6/mzi.mhzbkdua.jpg/600x600bb.jpg,https://music.apple.com/us/album/collide-acoustic-version/187475702?i=187476689&uo=4,itunes
collide::howie day,True,Collide Howie Day Stop All The World Now,Collide,Howie Day,Collide - EP,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/8e/e2/39/8ee239d8-c9bc-a6c9-1cb9-d5e80ce46196/mzaf_1899746052254940933.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/8a/16/7b/8a167bb3-a2f6-cfed-1d18-543e7a45458b/886448285267.jpg/600x600bb.jpg,https://music.apple.com/us/album/collide/1508645720?i=1508645723&uo=4,itunes
colorado::the infamous stringdusters,False,Colorado The Infamous Stringdusters Let It Go,,,,,,,itunes
colors::amos lee,False,Colors Amos Lee Amos Lee,,,,,,,itunes
colouration::glenn underground,False,Colouration Glenn Underground Atmosfear,,,,,,,itunes
come as you are::nirvana,False,Come As You Are Nirvana Nevermind (Remastered),,,,,,,itunes
come on get higher::matt nathanson,True,Come On Get Higher Matt Nathanson Some Mad Hope,Come On Get Higher,Matt Nathanson,Some Mad Hope,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/51/c4/68/51c46855-e05c-7e54-4a57-10d7a4a83101/mzaf_7572307399166226434.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/80/2f/a6/802fa669-ae73-0bbf-fa4c-d471a5d85459/13UABIM52365.rgb.jpg/600x600bb.jpg,https://music.apple.com/us/album/come-on-get-higher/712129153?i=712130143&uo=4,itunes
come on home::lijadu sisters,False,Come on Home Lijadu Sisters Horizon Unlimited,,,,,,,itunes
come softly to me::the fleetwoods,False,Come Softly to Me The Fleetwoods,,,,,,,itunes
come una bussola::serena rossi,False,Come una bussola Serena Rossi Come una bussola,,,,,,,itunes
comedy::gen hoshino,True,Comedy Gen Hoshino Comedy,Comedy,Gen Hoshino,Comedy - Single,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/59/0c/d7/590cd74f-9afc-9cbb-73b1-56958a41d625/mzaf_9220213234167574850.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/5d/b2/7e/5db27e44-e8ac-4099-1a4e-5ff8264f14ec/VEATP-39813.jpg/600x600bb.jpg,https://music.apple.com/us/album/comedy/1617909668?i=1617909669&uo=4,itunes
common sunflower::magn us,False,Common Sunflower Magn Us Common Sunflower,,,,,,,itunes
como dos extra帽os::roberto goyeneche,False,Como Dos Extra帽os Roberto Goyeneche La 脷ltima Curda,,,,,,,itunes
como posso viver - ao vivo::taty girl,False,"Como Posso Viver - Ao Vivo Taty Girl Ba煤 da Taty Girl, Pt. 2 (Ao Vivo)",,,,,,,itunes
como te gusta (feat. c-funk & mcklopedia)::los amigos invisibles c-funk mcklopedia,False,Como te Gusta (feat. C-Funk & McKlopedia) Los Amigos Invisibles C-Funk Mcklopedia Cool Love,,,,,,,itunes
como vou deixar voc锚?::calcinha preta,False,"Como Vou Deixar Voc锚? Calcinha Preta Fica Comigo, Paulinha, Vol. 17",,,,,,,itunes
como 脡 que cancela::pablo,False,Como 脡 Que Cancela Pablo G锚nio da Latinha,,,,,,,itunes
"comptine d'un autre 茅t茅, l'apr猫s-midi::yann tiersen",True,"Comptine d'un autre 茅t茅, l'apr猫s-midi Yann Tiersen","Comptine d’un autre été, l’après-midi",Dalal,Soft Classical Deep Sleep,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/00/b9/f3/00b9f3cd-3e53-7ce9-1ca8-2599f4cd46e0/mzaf_495315040478878053.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/9b/dd/05/9bdd05c7-0080-0d39-f386-670c82293548/5059460487086.jpg/600x600bb.jpg,https://music.apple.com/us/album/comptine-dun-autre-%C3%A9t%C3%A9-lapr%C3%A8s-midi/1885473122?i=1885473571&uo=4,itunes
condenado::unha pintada,False,Condenado Unha Pintada Condenado,,,,,,,itunes
conga - remastered::lafayette afro rock band,False,Conga - Remastered Lafayette Afro Rock Band Malik,,,,,,,itunes
cop killer::a.n.i.m.a.l. chuck jhonson and juan jose burgos richard kaplan,False,Cop Killer A.N.I.M.A.L. Chuck Jhonson and Juan Jose Burgos Richard Kaplan Poder Latino,,,,,,,itunes
cora莽茫o - ao vivo::dorgival dantas,False,Cora莽茫o - Ao Vivo Dorgival Dantas Simplesmente Dorgival Dantas (Ao Vivo),,,,,,,itunes
cora莽茫o acelera::iguinho e lulinha,False,Cora莽茫o Acelera Iguinho e Lulinha Simbora pra Vaquejada,,,,,,,itunes
cora莽茫o piriguete::kevi jonny,False,Cora莽茫o Piriguete Kevi Jonny Cora莽茫o Piriguete,,,,,,,itunes
corn liquor::larry keel,False,Corn Liquor Larry Keel Larry Keel,,,,,,,itunes
cracks - flux pavilion remix::freestylers belle humble flux pavilion,False,Cracks - Flux Pavilion Remix Freestylers Belle Humble Flux Pavilion Cracks,,,,,,,itunes
crawdad hole::doc watson,False,Crawdad Hole Doc Watson The Best Of Doc Watson 1964-1968,,,,,,,itunes
creep::radiohead,False,Creep Radiohead Pablo Honey,,,,,,,itunes
crush::cigarettes after sex,True,Crush Cigarettes After Sex Crush,Sesame Syrup,Cigarettes After Sex,Crush - Single,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/23/d0/d4/23d0d473-91fb-ac2d-9798-3ea19eea78aa/mzaf_2665407813061354738.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/38/eb/db/38ebdb06-1924-4f50-a8d8-a8629065e0f9/720841235095_Cover.jpg/600x600bb.jpg,https://music.apple.com/us/album/sesame-syrup/1408280017?i=1408280019&uo=4,itunes
cry out for a hero::beast in black,False,Cry out for a Hero Beast In Black From Hell with Love,,,,,,,itunes
cry soldier cry::u.d.o.,False,Cry Soldier Cry U.D.O. Mission No. X,,,,,,,itunes
cry::cigarettes after sex,True,Cry Cigarettes After Sex Cry,Cry,Cigarettes After Sex,Cry,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/29/b7/16/29b71676-23b8-b8bf-2aaf-58f697920be2/mzaf_10529034825397449450.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/a2/1e/b4/a21eb48e-05ac-ace3-00f5-c1cb53e74e58/720841217305_Cover.jpg/600x600bb.jpg,https://music.apple.com/us/album/cry/1476598231?i=1476598238&uo=4,itunes
crying my heart out over you (excerpt)::ricky skaggs,False,Crying My Heart Out Over You (excerpt) Ricky Skaggs Super Hits,,,,,,,itunes
cuando llora mi guitarra::sandra luna,False,Cuando Llora Mi Guitarra Sandra Luna Cuando Llora Mi Guitarra,,,,,,,itunes
cuesta abajo::adriana varela,False,Cuesta Abajo Adriana Varela Adriana Varela y Piano,,,,,,,itunes
cumplicidade::desejo de menina,False,Cumplicidade Desejo De Menina Cumplicidade,,,,,,,itunes
c锚 volta ou n茫o::kiko chicabana,False,C锚 Volta ou N茫o Kiko Chicabana Do Sunrise Ao Sunset,,,,,,,itunes
daddy issues::the neighbourhood,False,Daddy Issues The Neighbourhood Wiped Out!,,,,,,,itunes
dancer::robert hood,False,Dancer Robert Hood The Greatest Dancer,,,,,,,itunes
dancin (feat. luvli) - danny avila & jumpa remix::aaron smith danny avila jumpa luvli,False,Dancin (feat. Luvli) - Danny Avila & Jumpa Remix Aaron Smith Danny Avila Jumpa Luvli Dancin (feat. Luvli) [Danny Avila & Jumpa Remix],,,,,,,itunes
dancin (feat. luvli) - krono extended remix::aaron smith krono luvli,False,Dancin (feat. Luvli) - Krono Extended Remix Aaron Smith Krono Luvli Dancin (Remixes) - EP1 (feat. Luvli),,,,,,,itunes
dancin (feat. luvli) - krono remix::aaron smith krono luvli,False,Dancin (feat. Luvli) - Krono Remix Aaron Smith Krono Luvli Dancin (feat. Luvli) [Krono Remix],,,,,,,itunes
dancin (feat. luvli) - linier remix::aaron smith luvli,False,Dancin (feat. Luvli) - Linier Remix Aaron Smith Luvli Dancin (Remixes) - EP2 (feat. Luvli),,,,,,,itunes
dancin - krono remix::aaron smith luvli krono,False,Dancin - Krono Remix Aaron Smith Luvli Krono Ibiza 2019,,,,,,,itunes
dani california::red hot chili peppers,True,Dani California Red Hot Chili Peppers Stadium Arcadium,Dani California,Red Hot Chili Peppers,Stadium Arcadium,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/26/33/c1/2633c176-8b06-95c2-31f5-5dd1af78250e/mzaf_17499253204981265716.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music5/v4/5e/49/35/5e493511-d87b-5aa2-b379-30fffbae902b/093624932154.jpg/600x600bb.jpg,https://music.apple.com/us/album/dani-california/945562992?i=945568998&uo=4,itunes
dans le noir::charmaine d'avis,False,Dans le noir Charmaine D'Avis Dans le noir,,,,,,,itunes
daylight::watchhouse,False,Daylight Watchhouse Such Jubilee,,,,,,,itunes
days in the sun::adam mitchell stanley tucci ewan mcgregor gugu mbatha-raw ian mckellen emma thompson emma watson audra mcdonald clive rowe,False,Days In The Sun Adam Mitchell Stanley Tucci Ewan McGregor Gugu Mbatha-Raw Ian McKellen Emma Thompson Emma Watson Audra McDonald Clive Rowe Beauty and the Beast (Original Motion Picture Soundtrack/Deluxe Edition),,,,,,,itunes
de contramano::tita merello francisco canaro,False,De Contramano Tita Merello Francisco Canaro Serie De Oro,,,,,,,itunes
"dear my friend,::keung to",True,"Dear My Friend, Keung To Dear My Friend,","Dear My Friend,",Keung To,"Dear My Friend, - Single",https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/22/c7/ca/22c7cace-0218-39f9-2465-546ba55ce93f/mzaf_794120686571268407.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/9d/7a/a4/9d7aa4ed-4bc5-9d6d-d99c-1bd57d56bcf8/4897004792224.jpg/600x600bb.jpg,https://music.apple.com/us/album/dear-my-friend/1579993520?i=1579993521&uo=4,itunes
death of the god of light::brothers of metal,False,Death of the God of Light Brothers of Metal Prophecy of Ragnar枚k,,,,,,,itunes
decime que es verdad::louta,True,DECIME QUE ES VERDAD LOUTA DECIME QUE ES VERDAD,DECIME QUE ES VERDAD,LOUTA,DECIME QUE ES VERDAD - Single,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/0a/08/46/0a0846ce-4fd5-5a07-9ee7-429c9184f5f8/mzaf_18190811027121367275.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/97/8e/e7/978ee7f5-a966-47bd-50aa-4f7a5bd2a0fb/196589307545.jpg/600x600bb.jpg,https://music.apple.com/us/album/decime-que-es-verdad/1634225580?i=1634225587&uo=4,itunes
deep breaths::jirou soller,False,Deep breaths Jirou Soller Deep breaths,,,,,,,itunes
deep down the cave::xavier ortando,False,Deep Down The Cave Xavier Ortando Deep Down The Cave,,,,,,,itunes
deep in the forest rain::rain sounds,False,Deep in the Forest Rain Rain Sounds Soothing Rain Sounds,,,,,,,itunes
deep sleep recovery noise::water sound natural white noise,False,Deep Sleep Recovery Noise Water Sound Natural White Noise White Noise Spa 鈥?Calming Noises,,,,,,,itunes
del mas all谩 - en vivo all boys::almafuerte,False,Del Mas All谩 - En Vivo All Boys Almafuerte En Vivo All Boys,,,,,,,itunes
delicious deeds::master haratt,False,Delicious Deeds Master Haratt Delicious Deeds,,,,,,,itunes
